Program,Study year,Semester,Course,Student ID,Position in Rating,Average Grade,Minimal Grade,Percentile,GPA
Инфокоммуникационные технологии и системы связи,2018/2019,1,1,Студент 8094513,23 - 25,8,7,30.56%,8.04
Инфокоммуникационные технологии и системы связи,2018/2019,1,1,Студент 5746262,23 - 25,8.29,6,30.56%,8.04
Инфокоммуникационные технологии и системы связи,2018/2019,1,1,Студент 8746950,26,8,5,34.72%,8.00
Инфокоммуникационные технологии и системы связи,2018/2019,1,1,Студент 5117376,27,8,7,36.11%,7.96
Инфокоммуникационные технологии и системы связи,2018/2019,1,1,Студент 3398828,28,7.86,7,37.5%,7.91
Инфокоммуникационные технологии и системы связи,2018/2019,1,1,Студент 6078232,29 - 30,7.86,6,38.89%,7.87
Инфокоммуникационные технологии и системы связи,2018/2019,1,1,Студент 3223593,29 - 30,8,6,38.89%,7.87
Инфокоммуникационные технологии и системы связи,2018/2019,1,1,Студент 7605329,31 - 33,7.86,7,41.67%,7.83
Инфокоммуникационные технологии и системы связи,2018/2019,1,1,Студент 3672232,31 - 33,8,6,41.67%,7.83
Инфокоммуникационные технологии и системы связи,2018/2019,1,1,Студент 7645640,31 - 33,7.86,4,41.67%,7.83
Инфокоммуникационные технологии и системы связи,2018/2019,1,1,Студент 7767763,34 - 35,8,5,45.83%,7.78
Инфокоммуникационные технологии и системы связи,2018/2019,1,1,Студент 9677447,34 - 35,8,5,45.83%,7.78
Инфокоммуникационные технологии и системы связи,2018/2019,1,1,Студент 1073658,36,7.86,6,48.61%,7.70
Инфокоммуникационные технологии и системы связи,2018/2019,1,1,Студент 967153,37,7.57,6,50%,7.61
Инфокоммуникационные технологии и системы связи,2018/2019,1,1,Студент 2837718,38 - 40,7.43,4,51.39%,7.57
Инфокоммуникационные технологии и системы связи,2018/2019,1,1,Студент 3912941,38 - 40,7.86,6,51.39%,7.57
Инфокоммуникационные технологии и системы связи,2018/2019,1,1,Студент 8722142,38 - 40,7.43,6,51.39%,7.57
Инфокоммуникационные технологии и системы связи,2018/2019,1,1,Студент 954182,41 - 44,7.57,6,55.56%,7.52
Инфокоммуникационные технологии и системы связи,2018/2019,1,1,Студент 5158080,41 - 44,7.86,6,55.56%,7.52
Инфокоммуникационные технологии и системы связи,2018/2019,1,1,Студент 75821,41 - 44,7.57,4,55.56%,7.52
Инфокоммуникационные технологии и системы связи,2018/2019,1,1,Студент 8316084,41 - 44,7.86,6,55.56%,7.52
Инфокоммуникационные технологии и системы связи,2018/2019,1,1,Студент 5922510,45 - 46,7.71,5,61.11%,7.48
Инфокоммуникационные технологии и системы связи,2018/2019,1,1,Студент 2531235,45 - 46,7.86,5,61.11%,7.48
Инфокоммуникационные технологии и системы связи,2018/2019,1,1,Студент 6646192,47,8,5,63.89%,7.43
Инфокоммуникационные технологии и системы связи,2018/2019,1,1,Студент 9369270,48,7.57,5,65.28%,7.39
Инфокоммуникационные технологии и системы связи,2018/2019,1,1,Студент 2748922,49 - 50,7.57,6,66.67%,7.35
Инфокоммуникационные технологии и системы связи,2018/2019,1,1,Студент 4902207,49 - 50,7.57,6,66.67%,7.35
Инфокоммуникационные технологии и системы связи,2018/2019,1,1,Студент 6171320,51 - 52,7.71,5,69.44%,7.26
Инфокоммуникационные технологии и системы связи,2018/2019,1,1,Студент 3203932,51 - 52,7.43,5,69.44%,7.26
Инфокоммуникационные технологии и системы связи,2018/2019,1,1,Студент 9146969,53,7.43,4,72.22%,7.13
Инфокоммуникационные технологии и системы связи,2018/2019,1,1,Студент 8945673,54 - 55,7.14,4,73.61%,7.09
Инфокоммуникационные технологии и системы связи,2018/2019,1,1,Студент 3416418,54 - 55,7,5,73.61%,7.09
Инфокоммуникационные технологии и системы связи,2018/2019,1,1,Студент 9253524,56 - 57,7.43,5,76.39%,7.04
Инфокоммуникационные технологии и системы связи,2018/2019,1,1,Студент 1451376,56 - 57,7.29,3,76.39%,7.04
Инфокоммуникационные технологии и системы связи,2018/2019,1,1,Студент 58119,58,6.71,4,79.17%,6.96
Инфокоммуникационные технологии и системы связи,2018/2019,1,1,Студент 7799513,59,6.86,4,80.56%,6.74
Инфокоммуникационные технологии и системы связи,2018/2019,1,1,Студент 7339717,60,7.2,4,81.94%,6.74
Инфокоммуникационные технологии и системы связи,2018/2019,1,1,Студент 6918463,61 - 62,6.71,4,83.33%,6.57
Инфокоммуникационные технологии и системы связи,2018/2019,1,1,Студент 7593065,61 - 62,6.86,4,83.33%,6.57
Инфокоммуникационные технологии и системы связи,2018/2019,1,1,Студент 4528837,63,6.57,4,86.11%,6.48
Инфокоммуникационные технологии и системы связи,2018/2019,1,1,Студент 386265,64,6.43,3,87.5%,6.43
Инфокоммуникационные технологии и системы связи,2018/2019,1,1,Студент 1738420,65 - 66,6.14,1,88.89%,6.04
Инфокоммуникационные технологии и системы связи,2018/2019,1,1,Студент 8326521,65 - 66,6.71,1,88.89%,6.04
Инфокоммуникационные технологии и системы связи,2018/2019,1,1,Студент 4471800,67,6.71,2,91.67%,5.91
Инфокоммуникационные технологии и системы связи,2018/2019,1,1,Студент 3682794,68,6.14,2,93.06%,5.74
Инфокоммуникационные технологии и системы связи,2018/2019,1,1,Студент 6948133,69,5.71,2,94.44%,5.30
Инфокоммуникационные технологии и системы связи,2018/2019,1,1,Студент 9121997,70,5.71,3,95.83%,4.83
Инфокоммуникационные технологии и системы связи,2018/2019,1,1,Студент 8777081,71,4.71,3,97.22%,3.87
Инфокоммуникационные технологии и системы связи,2018/2019,1,1,Студент 2343951,72,2.67,7,98.61%,1.61
Инфокоммуникационные технологии и системы связи,2018/2019,1,1,Студент 4022684,null - 1,6.8,5,0%,6.11
Инфокоммуникационные технологии и системы связи,2018/2019,1,1,Студент 7494401,null - 1,6,4,50%,5.42
Инфокоммуникационные технологии и системы связи,2018/2019,1,2,Студент 7743241,1,9.63,8,0%,9.81
Инфокоммуникационные технологии и системы связи,2018/2019,1,2,Студент 1939268,2,9.14,8,1.37%,9.43
Инфокоммуникационные технологии и системы связи,2018/2019,1,2,Студент 9481294,3,8.71,7,2.74%,9.14
Инфокоммуникационные технологии и системы связи,2018/2019,1,2,Студент 2034010,4 - 5,8.57,7,4.11%,9.00
Инфокоммуникационные технологии и системы связи,2018/2019,1,2,Студент 5915820,4 - 5,8.71,8,4.11%,9.00
Инфокоммуникационные технологии и системы связи,2018/2019,1,2,Студент 9208830,6,8.71,8,6.85%,8.90
Инфокоммуникационные технологии и системы связи,2018/2019,1,2,Студент 5900593,7,8.71,8,8.22%,8.81
Инфокоммуникационные технологии и системы связи,2018/2019,1,2,Студент 4483313,8 - 10,8.5,7,9.59%,8.76
Инфокоммуникационные технологии и системы связи,2018/2019,1,2,Студент 2975247,8 - 10,8.43,7,9.59%,8.76
Инфокоммуникационные технологии и системы связи,2018/2019,1,2,Студент 8465821,8 - 10,8.43,7,9.59%,8.76
Инфокоммуникационные технологии и системы связи,2018/2019,1,2,Студент 2779696,11,8,6,13.7%,8.57
Инфокоммуникационные технологии и системы связи,2018/2019,1,2,Студент 4568437,12,8.57,7,15.07%,8.52
Инфокоммуникационные технологии и системы связи,2018/2019,1,2,Студент 1691338,13,8,7,16.44%,8.48
Инфокоммуникационные технологии и системы связи,2018/2019,1,2,Студент 34941,14 - 16,8.57,7,17.81%,8.43
Инфокоммуникационные технологии и системы связи,2018/2019,1,2,Студент 6709177,14 - 16,8.43,8,17.81%,8.43
Инфокоммуникационные технологии и системы связи,2018/2019,1,2,Студент 4097731,14 - 16,8.14,7,17.81%,8.43
Инфокоммуникационные технологии и системы связи,2018/2019,1,2,Студент 8250154,17,8.29,8,21.92%,8.38
Инфокоммуникационные технологии и системы связи,2018/2019,1,2,Студент 8899566,18 - 19,8,6,23.29%,8.33
Инфокоммуникационные технологии и системы связи,2018/2019,1,2,Студент 8729312,18 - 19,8,6,23.29%,8.33
Инфокоммуникационные технологии и системы связи,2018/2019,1,2,Студент 2151190,20 - 21,8.29,6,26.03%,8.29
Инфокоммуникационные технологии и системы связи,2018/2019,1,2,Студент 9243640,20 - 21,8.5,7,26.03%,8.29
Инфокоммуникационные технологии и системы связи,2018/2019,1,2,Студент 2350198,22,8.43,7,28.77%,8.24
Инфокоммуникационные технологии и системы связи,2018/2019,1,2,Студент 5251851,23 - 25,8.14,7,30.14%,8.19
Инфокоммуникационные технологии и системы связи,2018/2019,1,2,Студент 2303557,23 - 25,8,6,30.14%,8.19
Инфокоммуникационные технологии и системы связи,2018/2019,1,2,Студент 1974596,23 - 25,8.14,8,30.14%,8.19
Инфокоммуникационные технологии и системы связи,2018/2019,1,2,Студент 8555513,26,7.86,6,34.25%,8.14
Инфокоммуникационные технологии и системы связи,2018/2019,1,2,Студент 9768855,27 - 28,7.71,6,35.62%,8.10
Инфокоммуникационные технологии и системы связи,2018/2019,1,2,Студент 6426777,27 - 28,7.57,6,35.62%,8.10
Инфокоммуникационные технологии и системы связи,2018/2019,1,2,Студент 9936203,29 - 30,7.86,6,38.36%,7.95
Инфокоммуникационные технологии и системы связи,2018/2019,1,2,Студент 293426,29 - 30,8,7,38.36%,7.95
Инфокоммуникационные технологии и системы связи,2018/2019,1,2,Студент 4209601,31 - 32,7.43,6,41.1%,7.86
Инфокоммуникационные технологии и системы связи,2018/2019,1,2,Студент 9939597,31 - 32,7.57,6,41.1%,7.86
Инфокоммуникационные технологии и системы связи,2018/2019,1,2,Студент 2523207,33 - 35,7.43,6,43.84%,7.71
Инфокоммуникационные технологии и системы связи,2018/2019,1,2,Студент 9367697,33 - 35,7.57,6,43.84%,7.71
Инфокоммуникационные технологии и системы связи,2018/2019,1,2,Студент 1312019,33 - 35,7.71,6,43.84%,7.71
Инфокоммуникационные технологии и системы связи,2018/2019,1,2,Студент 6982826,36,7.44,4,47.95%,7.66
Инфокоммуникационные технологии и системы связи,2018/2019,1,2,Студент 1803074,37 - 38,7.43,6,49.32%,7.57
Инфокоммуникационные технологии и системы связи,2018/2019,1,2,Студент 1278296,37 - 38,7.29,5,49.32%,7.57
Инфокоммуникационные технологии и системы связи,2018/2019,1,2,Студент 1503640,39,7.29,8,52.05%,7.52
Инфокоммуникационные технологии и системы связи,2018/2019,1,2,Студент 7925083,40 - 41,6.86,4,53.42%,7.43
Инфокоммуникационные технологии и системы связи,2018/2019,1,2,Студент 3283476,40 - 41,6.71,4,53.42%,7.43
Инфокоммуникационные технологии и системы связи,2018/2019,1,2,Студент 8210697,42,6.57,3,56.16%,7.38
Инфокоммуникационные технологии и системы связи,2018/2019,1,2,Студент 8455722,43 - 44,7.14,5,57.53%,7.33
Инфокоммуникационные технологии и системы связи,2018/2019,1,2,Студент 2579277,43 - 44,7.14,6,57.53%,7.33
Инфокоммуникационные технологии и системы связи,2018/2019,1,2,Студент 3557170,45 - 47,7.14,6,60.27%,7.29
Инфокоммуникационные технологии и системы связи,2018/2019,1,2,Студент 7227802,45 - 47,7,5,60.27%,7.29
Инфокоммуникационные технологии и системы связи,2018/2019,1,2,Студент 5794719,45 - 47,7.29,6,60.27%,7.29
Инфокоммуникационные технологии и системы связи,2018/2019,1,2,Студент 3716934,48,6.86,6,64.38%,7.24
Инфокоммуникационные технологии и системы связи,2018/2019,1,2,Студент 7003187,49,6.86,5,65.75%,7.19
Инфокоммуникационные технологии и системы связи,2018/2019,1,2,Студент 922786,50,7,6,67.12%,7.04
Инфокоммуникационные технологии и системы связи,2018/2019,1,2,Студент 7041779,51,6.71,4,68.49%,7.00
Инфокоммуникационные технологии и системы связи,2018/2019,1,2,Студент 5781644,52,6.57,4,69.86%,6.95
Инфокоммуникационные технологии и системы связи,2018/2019,1,2,Студент 4727887,53 - 55,6.43,5,71.23%,6.86
Инфокоммуникационные технологии и системы связи,2018/2019,1,2,Студент 7456251,53 - 55,6.86,5,71.23%,6.86
Инфокоммуникационные технологии и системы связи,2018/2019,1,2,Студент 2263366,53 - 55,6.29,4,71.23%,6.86
Инфокоммуникационные технологии и системы связи,2018/2019,1,2,Студент 4414652,56,6.57,4,75.34%,6.76
Инфокоммуникационные технологии и системы связи,2018/2019,1,2,Студент 7470454,57,6.43,5,76.71%,6.76
Инфокоммуникационные технологии и системы связи,2018/2019,1,2,Студент 7386775,58 - 60,6.43,4,78.08%,6.71
Инфокоммуникационные технологии и системы связи,2018/2019,1,2,Студент 3525414,58 - 60,6.57,5,78.08%,6.71
Инфокоммуникационные технологии и системы связи,2018/2019,1,2,Студент 1953933,58 - 60,6,4,78.08%,6.71
Инфокоммуникационные технологии и системы связи,2018/2019,1,2,Студент 2430804,61,6.57,5,82.19%,6.62
Инфокоммуникационные технологии и системы связи,2018/2019,1,2,Студент 972855,62,6.29,5,83.56%,6.48
Инфокоммуникационные технологии и системы связи,2018/2019,1,2,Студент 2046401,63,6,4,84.93%,6.38
Инфокоммуникационные технологии и системы связи,2018/2019,1,2,Студент 1166449,64,6.14,5,86.3%,6.29
Инфокоммуникационные технологии и системы связи,2018/2019,1,2,Студент 1169722,65,6,5,87.67%,6.00
Инфокоммуникационные технологии и системы связи,2018/2019,1,2,Студент 9832625,66,5.57,4,89.04%,5.86
Инфокоммуникационные технологии и системы связи,2018/2019,1,2,Студент 1145738,67,5.14,4,90.41%,5.38
Инфокоммуникационные технологии и системы связи,2018/2019,1,2,Студент 4070028,68,5.29,2,91.78%,5.14
Инфокоммуникационные технологии и системы связи,2018/2019,1,2,Студент 7272319,69,4.43,3,93.15%,4.52
Инфокоммуникационные технологии и системы связи,2018/2019,1,2,Студент 7538761,70,4.89,4,94.52%,4.42
Инфокоммуникационные технологии и системы связи,2018/2019,1,2,Студент 6251613,71,3.86,0,95.89%,3.77
Инфокоммуникационные технологии и системы связи,2018/2019,1,2,Студент 1657230,72,3.29,1,97.26%,3.71
Инфокоммуникационные технологии и системы связи,2018/2019,1,2,Студент 2198164,73,0,,100%,0.00
Инфокоммуникационные технологии и системы связи,2018/2019,1,3,Студент 69602,1 - 2,10,10,0%,10.00
Инфокоммуникационные технологии и системы связи,2018/2019,1,3,Студент 2606645,1 - 2,10,10,0%,10.00
Инфокоммуникационные технологии и системы связи,2018/2019,1,3,Студент 9221788,3,9.67,9,2.5%,9.61
Инфокоммуникационные технологии и системы связи,2018/2019,1,3,Студент 6223765,4,9.67,8,3.75%,9.38
Инфокоммуникационные технологии и системы связи,2018/2019,1,3,Студент 2514376,5,9,8,5%,9.19
Инфокоммуникационные технологии и системы связи,2018/2019,1,3,Студент 3733539,6,8.67,6,6.25%,9.11
Инфокоммуникационные технологии и системы связи,2018/2019,1,3,Студент 2571450,7,8.83,8,7.5%,9.06
Инфокоммуникационные технологии и системы связи,2018/2019,1,3,Студент 2140003,8,8.83,7,8.75%,9.06
Инфокоммуникационные технологии и системы связи,2018/2019,1,3,Студент 8053854,9 - 10,9,8,10%,9.00
Инфокоммуникационные технологии и системы связи,2018/2019,1,3,Студент 9989191,9 - 10,9,8,10%,9.00
Инфокоммуникационные технологии и системы связи,2018/2019,1,3,Студент 3079380,11 - 12,9.17,8,12.5%,8.94
Инфокоммуникационные технологии и системы связи,2018/2019,1,3,Студент 3803082,11 - 12,9,8,12.5%,8.94
Инфокоммуникационные технологии и системы связи,2018/2019,1,3,Студент 7956097,13,8.67,7,15%,8.89
Инфокоммуникационные технологии и системы связи,2018/2019,1,3,Студент 6633604,14,8.83,8,16.25%,8.88
Инфокоммуникационные технологии и системы связи,2018/2019,1,3,Студент 4973190,15,8.83,8,17.5%,8.78
Инфокоммуникационные технологии и системы связи,2018/2019,1,3,Студент 7454476,16 - 17,8.83,8,18.75%,8.75
Инфокоммуникационные технологии и системы связи,2018/2019,1,3,Студент 4690334,16 - 17,8.67,8,18.75%,8.75
Инфокоммуникационные технологии и системы связи,2018/2019,1,3,Студент 2634339,18 - 20,8.67,8,21.25%,8.69
Инфокоммуникационные технологии и системы связи,2018/2019,1,3,Студент 3536619,18 - 20,9,8,21.25%,8.69
Инфокоммуникационные технологии и системы связи,2018/2019,1,3,Студент 4909832,18 - 20,9,8,21.25%,8.69
Инфокоммуникационные технологии и системы связи,2018/2019,1,3,Студент 7740437,21,8.33,6,25%,8.61
Инфокоммуникационные технологии и системы связи,2018/2019,1,3,Студент 2454935,22,9,7,26.25%,8.56
Инфокоммуникационные технологии и системы связи,2018/2019,1,3,Студент 2291210,23,8.67,7,27.5%,8.56
Инфокоммуникационные технологии и системы связи,2018/2019,1,3,Студент 9351056,24,8.33,7,28.75%,8.50
Инфокоммуникационные технологии и системы связи,2018/2019,1,3,Студент 5554823,25,8.5,7,30%,8.39
Инфокоммуникационные технологии и системы связи,2018/2019,1,3,Студент 7680536,26,8.17,6,31.25%,8.28
Инфокоммуникационные технологии и системы связи,2018/2019,1,3,Студент 3533309,27,8.5,6,32.5%,8.25
Инфокоммуникационные технологии и системы связи,2018/2019,1,3,Студент 976715,28 - 30,8,7,33.75%,8.19
Инфокоммуникационные технологии и системы связи,2018/2019,1,3,Студент 5302966,28 - 30,7.83,5,33.75%,8.19
Инфокоммуникационные технологии и системы связи,2018/2019,1,3,Студент 8221249,28 - 30,8.5,8,33.75%,8.19
Инфокоммуникационные технологии и системы связи,2018/2019,1,3,Студент 5428649,31 - 32,8.17,6,37.5%,8.13
Инфокоммуникационные технологии и системы связи,2018/2019,1,3,Студент 8379079,31 - 32,8.17,7,37.5%,8.13
Инфокоммуникационные технологии и системы связи,2018/2019,1,3,Студент 5961476,33,8.17,7,40%,8.11
Инфокоммуникационные технологии и системы связи,2018/2019,1,3,Студент 4758071,34,8.67,7,41.25%,8.06
Инфокоммуникационные технологии и системы связи,2018/2019,1,3,Студент 9170771,35,8,6,42.5%,8.00
Инфокоммуникационные технологии и системы связи,2018/2019,1,3,Студент 1620595,36 - 37,7.67,6,43.75%,7.89
Инфокоммуникационные технологии и системы связи,2018/2019,1,3,Студент 3645187,36 - 37,8,7,43.75%,7.89
Инфокоммуникационные технологии и системы связи,2018/2019,1,3,Студент 9318947,38,8.33,7,46.25%,7.88
Инфокоммуникационные технологии и системы связи,2018/2019,1,3,Студент 40972,39,7,3,47.5%,7.83
Инфокоммуникационные технологии и системы связи,2018/2019,1,3,Студент 6446882,40,8,6,48.75%,7.81
Инфокоммуникационные технологии и системы связи,2018/2019,1,3,Студент 8939373,41,7.67,6,50%,7.75
Инфокоммуникационные технологии и системы связи,2018/2019,1,3,Студент 5208205,42,8,7,51.25%,7.72
Инфокоммуникационные технологии и системы связи,2018/2019,1,3,Студент 5450191,43 - 47,7.5,6,52.5%,7.69
Инфокоммуникационные технологии и системы связи,2018/2019,1,3,Студент 2264414,43 - 47,8.17,6,52.5%,7.69
Инфокоммуникационные технологии и системы связи,2018/2019,1,3,Студент 1413144,43 - 47,7.83,6,52.5%,7.69
Инфокоммуникационные технологии и системы связи,2018/2019,1,3,Студент 8354422,43 - 47,7.83,6,52.5%,7.69
Инфокоммуникационные технологии и системы связи,2018/2019,1,3,Студент 4272598,43 - 47,8,5,52.5%,7.69
Инфокоммуникационные технологии и системы связи,2018/2019,1,3,Студент 9682597,48 - 49,7,5,58.75%,7.63
Инфокоммуникационные технологии и системы связи,2018/2019,1,3,Студент 4280045,48 - 49,8.17,7,58.75%,7.63
Инфокоммуникационные технологии и системы связи,2018/2019,1,3,Студент 272991,50,7.33,4,61.25%,7.56
Инфокоммуникационные технологии и системы связи,2018/2019,1,3,Студент 612683,51,7.83,6,62.5%,7.56
Инфокоммуникационные технологии и системы связи,2018/2019,1,3,Студент 9175500,52 - 54,7.67,6,63.75%,7.44
Инфокоммуникационные технологии и системы связи,2018/2019,1,3,Студент 9419200,52 - 54,7.67,6,63.75%,7.44
Инфокоммуникационные технологии и системы связи,2018/2019,1,3,Студент 2890155,52 - 54,7.33,6,63.75%,7.44
Инфокоммуникационные технологии и системы связи,2018/2019,1,3,Студент 264241,55 - 58,7.33,6,67.5%,7.38
Инфокоммуникационные технологии и системы связи,2018/2019,1,3,Студент 6121237,55 - 58,8,6,67.5%,7.38
Инфокоммуникационные технологии и системы связи,2018/2019,1,3,Студент 3831247,55 - 58,7,6,67.5%,7.38
Инфокоммуникационные технологии и системы связи,2018/2019,1,3,Студент 1420262,55 - 58,7.17,5,67.5%,7.38
Инфокоммуникационные технологии и системы связи,2018/2019,1,3,Студент 4613842,59 - 60,7.33,6,72.5%,7.31
Инфокоммуникационные технологии и системы связи,2018/2019,1,3,Студент 1499764,59 - 60,7,4,72.5%,7.31
Инфокоммуникационные технологии и системы связи,2018/2019,1,3,Студент 5344192,61,7.33,6,75%,7.22
Инфокоммуникационные технологии и системы связи,2018/2019,1,3,Студент 7530848,62,7.33,7,76.25%,7.19
Инфокоммуникационные технологии и системы связи,2018/2019,1,3,Студент 1368616,63,7.5,6,77.5%,7.13
Инфокоммуникационные технологии и системы связи,2018/2019,1,3,Студент 266119,64 - 65,7.5,6,78.75%,7.06
Инфокоммуникационные технологии и системы связи,2018/2019,1,3,Студент 6199552,64 - 65,7.83,6,78.75%,7.06
Инфокоммуникационные технологии и системы связи,2018/2019,1,3,Студент 8216317,66,7.17,6,81.25%,6.78
Инфокоммуникационные технологии и системы связи,2018/2019,1,3,Студент 3747587,67,6.67,5,82.5%,6.72
Инфокоммуникационные технологии и системы связи,2018/2019,1,3,Студент 1300415,68,6.5,6,83.75%,6.56
Инфокоммуникационные технологии и системы связи,2018/2019,1,3,Студент 9892184,69,5.67,0,85%,6.50
Инфокоммуникационные технологии и системы связи,2018/2019,1,3,Студент 4561858,70,6.5,5,86.25%,6.22
Инфокоммуникационные технологии и системы связи,2018/2019,1,3,Студент 1045339,71,6,4,87.5%,6.11
Инфокоммуникационные технологии и системы связи,2018/2019,1,3,Студент 1501217,72,6.17,5,88.75%,6.06
Инфокоммуникационные технологии и системы связи,2018/2019,1,3,Студент 9030774,73,6,4,90%,5.94
Инфокоммуникационные технологии и системы связи,2018/2019,1,3,Студент 8149269,74,5.33,2,91.25%,5.72
Инфокоммуникационные технологии и системы связи,2018/2019,1,3,Студент 4116528,75,4.83,2,92.5%,5.50
Инфокоммуникационные технологии и системы связи,2018/2019,1,3,Студент 2349951,76,4.86,0,93.75%,5.17
Инфокоммуникационные технологии и системы связи,2018/2019,1,3,Студент 4034152,77,2.67,0,95%,3.75
Инфокоммуникационные технологии и системы связи,2018/2019,1,3,Студент 358331,78,1.57,0,96.25%,1.95
Инфокоммуникационные технологии и системы связи,2018/2019,1,3,Студент 2414922,79 - 80,0,,100%,0.00
Инфокоммуникационные технологии и системы связи,2018/2019,1,3,Студент 2778526,79 - 80,0,,100%,0.00
Инфокоммуникационные технологии и системы связи,2018/2019,1,4,Студент 2188785,1 - 6,9.33,9,0%,9.33
Инфокоммуникационные технологии и системы связи,2018/2019,1,4,Студент 8393533,1 - 6,9.33,9,0%,9.33
Инфокоммуникационные технологии и системы связи,2018/2019,1,4,Студент 4945252,1 - 6,9.33,9,0%,9.33
Инфокоммуникационные технологии и системы связи,2018/2019,1,4,Студент 1766959,1 - 6,9.33,8,0%,9.33
Инфокоммуникационные технологии и системы связи,2018/2019,1,4,Студент 730702,1 - 6,9.33,9,0%,9.33
Инфокоммуникационные технологии и системы связи,2018/2019,1,4,Студент 2759991,1 - 6,9.33,9,0%,9.33
Инфокоммуникационные технологии и системы связи,2018/2019,1,4,Студент 7576110,7 - 13,9,9,6.98%,9.00
Инфокоммуникационные технологии и системы связи,2018/2019,1,4,Студент 3327745,7 - 13,9,8,6.98%,9.00
Инфокоммуникационные технологии и системы связи,2018/2019,1,4,Студент 581734,7 - 13,9,8,6.98%,9.00
Инфокоммуникационные технологии и системы связи,2018/2019,1,4,Студент 2319382,7 - 13,9,9,6.98%,9.00
Инфокоммуникационные технологии и системы связи,2018/2019,1,4,Студент 6234213,7 - 13,9,8,6.98%,9.00
Инфокоммуникационные технологии и системы связи,2018/2019,1,4,Студент 6396194,7 - 13,9,8,6.98%,9.00
Инфокоммуникационные технологии и системы связи,2018/2019,1,4,Студент 4726487,7 - 13,9,8,6.98%,9.00
Инфокоммуникационные технологии и системы связи,2018/2019,1,4,Студент 6146741,14 - 16,8.67,8,15.12%,8.67
Инфокоммуникационные технологии и системы связи,2018/2019,1,4,Студент 1113978,14 - 16,8.67,8,15.12%,8.67
Инфокоммуникационные технологии и системы связи,2018/2019,1,4,Студент 6012963,14 - 16,8.67,8,15.12%,8.67
Инфокоммуникационные технологии и системы связи,2018/2019,1,4,Студент 6725697,17 - 26,8.33,7,18.6%,8.33
Инфокоммуникационные технологии и системы связи,2018/2019,1,4,Студент 860807,17 - 26,8.33,6,18.6%,8.33
Инфокоммуникационные технологии и системы связи,2018/2019,1,4,Студент 5293000,17 - 26,8.33,7,18.6%,8.33
Инфокоммуникационные технологии и системы связи,2018/2019,1,4,Студент 2227132,17 - 26,8.33,7,18.6%,8.33
Инфокоммуникационные технологии и системы связи,2018/2019,1,4,Студент 2008020,17 - 26,8.33,6,18.6%,8.33
Инфокоммуникационные технологии и системы связи,2018/2019,1,4,Студент 3667506,17 - 26,8.33,6,18.6%,8.33
Инфокоммуникационные технологии и системы связи,2018/2019,1,4,Студент 3383900,17 - 26,8.33,6,18.6%,8.33
Инфокоммуникационные технологии и системы связи,2018/2019,1,4,Студент 1870480,17 - 26,8.33,8,18.6%,8.33
Инфокоммуникационные технологии и системы связи,2018/2019,1,4,Студент 5180213,17 - 26,8.33,8,18.6%,8.33
Инфокоммуникационные технологии и системы связи,2018/2019,1,4,Студент 8358901,17 - 26,8.33,7,18.6%,8.33
Инфокоммуникационные технологии и системы связи,2018/2019,1,4,Студент 3063140,27 - 38,8,6,30.23%,8.00
Инфокоммуникационные технологии и системы связи,2018/2019,1,4,Студент 4804133,27 - 38,8,7,30.23%,8.00
Инфокоммуникационные технологии и системы связи,2018/2019,1,4,Студент 1217179,27 - 38,8,6,30.23%,8.00
Инфокоммуникационные технологии и системы связи,2018/2019,1,4,Студент 2884721,27 - 38,8,6,30.23%,8.00
Инфокоммуникационные технологии и системы связи,2018/2019,1,4,Студент 251150,27 - 38,8,6,30.23%,8.00
Инфокоммуникационные технологии и системы связи,2018/2019,1,4,Студент 6492464,27 - 38,8,7,30.23%,8.00
Инфокоммуникационные технологии и системы связи,2018/2019,1,4,Студент 2446113,27 - 38,8,7,30.23%,8.00
Инфокоммуникационные технологии и системы связи,2018/2019,1,4,Студент 590686,27 - 38,8,7,30.23%,8.00
Инфокоммуникационные технологии и системы связи,2018/2019,1,4,Студент 4567802,27 - 38,8,7,30.23%,8.00
Инфокоммуникационные технологии и системы связи,2018/2019,1,4,Студент 2101566,27 - 38,8,6,30.23%,8.00
Инфокоммуникационные технологии и системы связи,2018/2019,1,4,Студент 3032881,27 - 38,8,8,30.23%,8.00
Инфокоммуникационные технологии и системы связи,2018/2019,1,4,Студент 4742029,27 - 38,8,6,30.23%,8.00
Инфокоммуникационные технологии и системы связи,2018/2019,1,4,Студент 8567530,39 - 43,7.67,6,44.19%,7.67
Инфокоммуникационные технологии и системы связи,2018/2019,1,4,Студент 938522,39 - 43,7.67,6,44.19%,7.67
Инфокоммуникационные технологии и системы связи,2018/2019,1,4,Студент 9039507,39 - 43,7.67,6,44.19%,7.67
Инфокоммуникационные технологии и системы связи,2018/2019,1,4,Студент 8639739,39 - 43,7.67,7,44.19%,7.67
Инфокоммуникационные технологии и системы связи,2018/2019,1,4,Студент 6744975,39 - 43,7.67,6,44.19%,7.67
Инфокоммуникационные технологии и системы связи,2018/2019,1,4,Студент 5040904,44 - 46,7.33,6,50%,7.33
Инфокоммуникационные технологии и системы связи,2018/2019,1,4,Студент 5848905,44 - 46,7.33,7,50%,7.33
Инфокоммуникационные технологии и системы связи,2018/2019,1,4,Студент 1490628,44 - 46,7.33,6,50%,7.33
